age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,target
24,2,136310,12,1,9,1,0,0,0,0,40,0,0
41,3,153132,13,1,3,1,0,0,0,0,38,0,1
23,2,197552,12,0,5,3,0,1,0,0,35,0,0
33,2,69748,8,1,1,2,0,1,0,0,40,0,0
29,2,175738,13,0,1,0,0,1,0,0,45,0,1
50,0,78649,12,3,0,4,3,1,0,0,40,0,0
48,2,155659,11,1,10,1,0,0,7688,0,40,0,1
19,3,215891,12,0,0,3,0,1,0,0,10,0,0
40,2,144928,12,2,10,0,0,0,0,0,40,0,0
30,2,33688,8,0,6,4,0,1,0,1669,70,0,0
65,2,262446,6,1,4,1,0,0,0,0,20,0,0
44,3,191295,13,1,1,1,1,0,0,0,48,0,0
32,2,279173,13,2,5,0,0,0,0,0,45,0,0
41,2,153031,12,1,5,1,0,0,0,0,65,0,1
28,2,202239,3,1,3,1,0,0,0,0,55,0,0
44,3,469454,11,1,11,1,0,0,7298,0,48,0,1
39,4,164156,10,2,4,4,0,1,0,0,55,0,0
59,2,196482,8,6,0,4,0,1,0,0,40,0,0
31,2,176185,14,1,1,1,0,0,0,0,60,23,1
34,2,287315,8,2,8,0,0,0,0,0,40,0,0
20,2,117210,8,0,2,3,0,0,0,0,40,0,0
33,2,41610,13,1,3,1,0,0,0,0,40,0,0
52,2,160703,15,1,3,1,0,0,0,0,65,0,1
31,2,80511,10,2,9,0,0,1,0,0,44,0,0
39,2,219155,8,1,8,1,0,0,0,0,43,0,0
35,2,106347,8,1,1,1,0,0,0,0,45,0,0
37,1,68899,8,1,10,1,0,0,0,2129,40,0,0
44,1,163985,9,1,3,1,0,0,0,0,32,0,1
28,2,270887,10,0,5,0,0,0,0,0,65,0,0
17,2,205726,6,0,5,3,0,1,0,0,15,0,0
23,2,218899,13,0,5,3,0,1,0,0,60,0,0
35,2,186183,8,1,6,1,0,0,15024,0,80,0,1
19,2,248749,12,0,5,3,0,0,0,0,20,0,0
30,2,197558,8,1,2,1,0,0,0,0,40,0,0
27,2,176514,13,0,0,0,0,1,0,0,40,0,0
27,2,128730,11,0,1,0,0,0,10520,0,65,34,1
37,2,215503,8,1,1,1,0,0,4386,0,45,0,1
44,2,226129,11,1,3,1,0,0,0,0,50,0,1
34,2,175856,13,1,1,1,0,0,3103,0,55,0,1
43,2,281138,8,4,8,0,0,1,0,0,40,0,0
41,2,98061,8,2,6,0,0,0,0,0,40,0,0
34,1,260560,8,0,10,0,0,0,0,0,50,0,0
23,2,289909,12,0,0,0,0,0,0,0,45,0,0
51,2,59590,8,1,0,2,0,1,0,0,20,0,0
24,2,236769,10,0,1,3,0,0,0,0,40,0,0
38,1,423616,8,1,5,2,0,1,0,0,24,0,1
24,2,291407,8,1,6,1,1,0,0,0,40,0,0
53,5,100029,15,1,3,1,0,0,0,0,40,0,1
33,2,204494,12,1,1,1,0,0,0,0,56,0,1
24,2,201680,8,0,10,3,0,0,0,0,40,0,0
45,2,154308,14,1,1,1,1,0,0,0,40,0,1
31,2,150324,6,2,7,0,0,0,0,0,50,0,0
38,4,331609,12,6,6,0,1,1,0,0,47,0,0
28,2,100829,13,1,1,2,0,1,0,0,50,0,1
38,2,203169,11,1,10,1,0,0,0,0,50,0,1
25,2,122075,13,0,1,0,0,0,0,0,50,0,0
29,2,178778,12,0,4,0,0,0,0,0,40,0,0
29,2,276345,8,0,3,0,0,1,0,0,50,0,0
48,2,233511,8,1,6,1,0,0,0,0,50,0,1
24,2,289448,11,0,0,3,2,1,0,0,40,11,0
31,2,173350,8,0,4,0,0,1,0,0,30,0,0
36,2,130589,12,2,1,0,0,0,0,0,45,0,0
62,2,94318,13,1,3,1,0,0,0,0,50,0,1
25,2,297531,13,0,5,3,0,1,0,0,40,0,0
55,2,129762,8,2,0,4,0,1,0,0,40,0,0
21,2,182614,12,0,5,5,0,1,0,0,40,12,0
60,2,120067,4,1,7,1,0,0,0,0,45,0,0
41,2,182370,10,2,10,3,0,0,0,0,40,0,0
43,0,60949,8,1,10,1,0,0,0,0,40,0,0
30,2,190511,8,1,8,1,0,0,0,0,40,0,1
47,2,188195,12,1,3,1,0,0,0,0,40,0,0
50,2,89534,8,1,8,1,0,0,0,0,40,0,0
41,5,125831,8,1,5,1,0,0,0,1887,55,0,1
23,2,183358,8,0,10,0,0,0,0,0,40,5,0
30,2,251120,10,0,5,0,0,0,0,0,40,7,0
35,2,108946,8,2,9,4,0,1,0,0,40,0,0
25,2,93223,12,2,3,4,0,1,0,0,35,0,0
61,2,147393,9,1,1,1,0,0,0,0,20,0,0
35,0,225385,8,2,3,4,0,1,0,0,40,0,0
35,3,23892,8,2,3,4,0,1,0,0,40,0,0
38,2,179668,8,1,11,1,0,0,0,0,40,32,0
27,1,404998,11,0,10,3,0,0,0,0,40,0,0
51,2,68882,1,6,4,4,0,1,0,0,35,20,0
55,1,194065,10,2,5,0,0,1,0,0,40,0,0
45,2,357540,13,1,5,1,0,0,0,2002,55,0,0
33,2,185336,11,1,0,2,1,1,0,0,40,0,0
25,0,152503,12,0,9,0,1,0,0,0,40,0,0
52,2,167794,15,1,1,1,0,0,0,0,38,0,1
46,2,96552,12,2,8,3,0,1,0,0,17,0,0
34,2,169527,12,1,5,2,0,1,4386,0,20,0,0
52,0,254285,13,1,3,1,0,0,0,0,40,0,0
47,2,32509,12,2,4,4,0,1,0,0,40,0,0
46,2,125492,13,2,3,0,1,1,0,0,40,0,0
36,5,186035,12,1,5,1,0,0,0,0,60,0,1
34,2,191856,12,1,1,2,0,1,7298,0,40,0,1
36,2,215503,8,0,10,0,0,0,0,0,65,0,0
31,2,187560,8,0,0,0,0,0,2174,0,40,0,0
31,1,252752,8,1,4,2,0,1,0,2415,40,0,1
38,4,210991,13,1,10,1,0,0,0,1740,40,0,0
57,4,190748,12,2,1,4,0,1,0,0,35,0,0
24,2,117767,10,0,5,3,0,0,0,0,20,0,0
37,2,301070,8,2,7,4,0,0,0,0,45,0,0
69,1,204645,12,1,10,1,0,0,9386,0,72,0,1
39,2,186183,14,1,3,1,0,0,0,0,40,0,1
38,2,131808,11,2,10,4,0,0,0,0,40,0,0
34,0,156292,8,0,2,0,1,0,0,0,40,0,0
21,2,124589,8,0,5,3,0,1,0,0,40,0,0
21,2,262819,12,0,4,0,0,1,0,0,20,0,0
61,2,95500,8,1,6,1,0,0,0,0,40,0,0
35,2,241306,8,1,0,1,0,0,0,0,45,0,0
29,2,238680,12,0,5,0,1,0,0,0,55,31,0
41,4,168071,8,2,1,3,0,0,0,0,45,0,0
52,2,168001,14,2,3,0,0,1,0,0,40,0,1
38,2,97759,7,0,4,4,0,1,0,0,17,0,0
51,1,107096,8,1,7,1,0,0,0,0,50,0,0
55,2,76860,8,1,4,5,2,0,0,0,40,11,0
20,2,70076,12,0,8,3,0,1,0,0,40,0,0
23,2,312017,12,0,1,0,0,0,0,0,40,0,0
24,2,174138,10,1,10,1,0,0,0,0,40,0,0
48,2,125892,13,2,1,5,0,0,0,0,40,0,0
22,2,210474,8,0,4,0,0,1,0,0,40,0,0
22,0,157332,12,0,4,3,0,1,0,0,15,0,0
28,2,30771,12,0,0,4,1,1,0,0,40,0,0
28,2,319768,14,1,5,1,0,0,0,0,45,23,1
34,2,209101,13,1,1,1,0,0,5178,0,55,0,1
25,2,324609,8,0,0,0,1,0,0,0,40,0,0
48,2,268234,8,2,10,0,0,0,0,0,50,0,0
32,4,178109,8,1,11,1,0,0,0,0,43,0,0
31,2,25955,4,0,10,3,3,0,0,0,35,0,0
56,4,129762,12,2,0,0,0,1,0,0,35,0,0
22,1,108506,11,0,7,0,3,0,0,0,75,0,0
27,2,241607,13,0,9,5,0,0,0,0,50,0,0
27,3,214385,8,0,0,0,1,1,0,0,40,0,0
30,4,183000,14,1,3,1,0,0,0,0,45,0,0
33,2,290763,12,0,5,0,0,1,0,0,40,0,0
50,2,171924,13,1,3,1,0,0,0,0,43,0,1
19,2,97189,12,0,5,3,0,1,0,0,22,0,0
42,2,195096,8,1,5,1,0,0,4064,0,40,0,0
37,3,329088,8,1,0,1,1,0,0,0,40,0,0
26,2,58371,8,0,0,3,0,0,0,0,40,0,0
43,2,35824,12,4,3,4,0,1,0,0,40,0,0
47,2,173271,8,2,0,4,0,1,0,0,40,0,0
26,2,391349,13,1,0,2,0,1,0,0,40,0,1
24,2,86153,12,0,0,0,0,1,0,0,40,0,0
34,2,295855,6,2,4,0,0,1,0,0,70,0,0
33,1,327902,8,1,6,1,0,0,0,0,45,0,0
35,2,285102,14,0,3,0,2,1,0,0,40,18,1
57,2,178353,8,1,10,1,0,0,0,0,50,0,1
45,2,28119,8,1,0,1,0,0,0,0,7,0,0
42,2,197522,12,4,8,4,1,1,0,0,40,0,0
25,2,108542,13,0,1,3,0,0,0,0,35,0,0
56,2,179781,8,1,1,1,0,0,0,0,40,0,1
25,2,126974,8,0,10,3,0,0,0,0,40,0,0
23,2,180060,13,0,8,3,0,0,0,0,50,0,0
35,4,38948,12,1,11,1,0,0,0,0,50,0,0
28,2,271572,4,0,4,5,0,0,0,0,52,0,0
41,2,177305,10,1,10,1,0,0,0,0,60,0,1
26,2,238367,8,0,10,0,0,0,0,0,40,0,0
37,2,172232,8,2,4,0,1,1,0,0,30,0,0
22,2,153805,8,0,4,4,4,0,0,0,20,5,0
30,2,26543,13,2,4,0,0,0,0,0,40,0,0
42,2,109067,13,4,9,0,0,0,0,0,40,0,0
38,2,213716,11,2,4,0,0,1,0,0,30,0,0
27,2,185670,13,1,5,1,0,0,0,0,60,0,1
43,3,233851,8,1,0,2,0,1,0,0,40,0,1
41,2,193524,8,1,10,1,0,0,0,1485,40,0,0
25,2,213385,8,0,0,0,0,0,0,0,40,0,0
23,2,38238,13,0,4,3,0,0,0,0,40,0,0
68,2,104438,13,1,3,1,0,0,0,0,40,38,1
17,2,202344,5,0,4,3,0,0,0,0,25,0,0
45,1,43434,13,0,1,0,0,1,0,0,40,0,0
45,2,102147,11,2,1,0,0,0,0,0,40,0,1
30,2,231826,12,1,5,1,0,0,0,0,40,0,1
49,0,247378,12,2,3,0,0,1,0,0,20,0,0
42,2,78765,12,1,10,1,0,0,3103,0,45,0,1
29,2,184078,8,0,4,5,0,1,0,0,40,0,0
21,4,102942,12,0,4,0,0,1,0,2001,40,0,0
20,2,258430,12,0,4,3,0,1,0,0,19,0,0
59,2,244554,6,2,4,0,1,1,0,0,35,0,0
26,2,252565,5,1,10,1,0,0,0,0,55,0,0
25,2,262778,14,0,4,0,0,1,0,0,37,0,0
33,2,162572,8,1,6,1,0,0,0,0,55,0,1
35,2,65706,8,2,4,4,0,1,0,0,40,0,0
45,3,102569,8,1,10,1,0,0,0,0,40,0,1
66,2,350498,12,1,5,1,0,0,0,0,28,0,0
33,2,142383,10,0,5,0,4,0,0,0,36,0,0
38,2,229236,8,1,6,1,4,0,0,0,40,5,0
72,2,56559,8,1,5,1,0,0,0,0,12,0,0
21,2,27049,12,0,0,3,0,1,0,0,12,0,0
39,2,36376,12,1,7,1,0,0,0,0,60,0,0
41,2,194360,8,1,10,1,0,0,0,1887,40,0,1
22,2,246965,12,0,3,0,0,0,0,0,12,0,0
49,5,191277,12,1,1,1,0,0,15024,0,50,0,1
24,2,268525,13,0,0,0,0,0,0,0,32,0,0
25,2,456604,6,1,8,1,0,0,0,0,40,0,0
26,2,223464,12,1,0,1,0,0,0,0,40,0,0
50,2,341797,8,2,10,0,0,0,0,0,40,0,0
23,2,174461,8,0,4,0,0,1,0,0,40,0,0
41,2,392167,5,2,5,0,0,0,0,0,48,0,0
60,2,210064,8,2,11,0,0,0,0,0,40,0,0
77,4,177550,13,1,0,1,0,0,3818,0,14,0,0
62,2,143312,12,2,4,0,0,1,0,0,60,0,0
22,2,326334,12,0,10,3,0,0,0,0,35,0,0
37,2,179088,12,2,0,0,0,1,0,0,40,0,0
17,2,207637,6,0,2,3,0,0,0,0,10,0,0
52,3,37289,14,0,0,0,0,1,0,0,40,0,1
31,2,36069,8,0,10,0,0,0,0,0,35,0,0
23,3,53245,13,0,3,0,0,0,0,0,40,0,0
27,5,399904,8,0,10,5,0,0,0,0,50,4,0
38,5,199346,12,1,1,2,0,1,0,0,45,0,0
23,2,343019,5,0,4,0,0,1,0,0,40,0,0
22,0,232742,12,0,0,4,1,1,0,0,40,0,0
61,1,390472,8,1,7,1,0,0,0,0,40,0,0
55,2,290124,2,1,8,1,0,0,0,0,40,4,0
23,2,242912,12,0,4,3,0,1,4650,0,40,0,0
39,2,70240,2,3,4,4,2,1,0,0,40,11,0
38,4,286405,15,1,1,1,0,0,0,1887,50,0,1
25,2,153841,12,0,0,3,0,1,0,0,40,0,0
25,2,137367,13,0,5,4,2,0,0,0,44,11,0
66,2,313255,12,1,5,1,0,0,0,0,24,0,0
30,2,100734,12,1,0,2,0,1,0,0,40,0,0
32,2,248584,8,0,7,3,0,0,0,0,40,0,0
43,2,60001,12,1,5,1,0,0,0,0,40,0,1
18,2,335065,3,0,5,3,0,0,0,0,30,4,0
20,2,219262,6,0,10,0,0,0,0,0,60,0,0
20,2,186830,8,0,6,5,1,0,0,0,45,0,0
34,2,226385,14,2,1,4,1,1,0,0,40,0,0
33,2,609789,10,3,8,4,0,0,0,0,40,0,0
40,2,307767,8,1,5,1,0,0,0,0,60,0,0
33,2,217460,8,1,5,1,0,0,0,0,60,0,1
30,2,104052,8,0,8,0,0,0,0,1741,42,0,0
41,4,160893,0,0,2,3,0,1,0,0,30,0,0
20,2,68358,12,0,0,3,0,1,0,0,12,0,0
40,1,243636,13,1,5,1,0,0,0,0,50,0,1
44,1,71269,13,2,1,0,0,0,0,0,40,0,0
50,2,71898,2,1,8,2,2,1,0,0,35,11,0
30,4,115040,8,1,2,5,0,0,0,0,25,0,0
45,2,111994,12,2,5,0,0,0,4650,0,40,0,0
25,2,210794,13,0,3,3,0,1,0,0,40,0,0
25,2,570821,12,1,8,1,0,0,0,0,40,0,0
55,0,169482,8,1,7,1,0,0,0,0,40,0,1
26,2,63577,12,0,4,0,0,1,0,0,30,0,0
22,2,208946,12,0,8,0,0,0,0,0,40,0,0
41,1,26598,8,2,10,0,0,0,0,0,40,0,0
21,2,189203,11,0,11,0,0,0,0,0,40,0,0
39,2,183892,8,1,8,1,0,0,0,0,40,0,0
18,2,188616,6,0,5,3,0,0,0,0,15,0,0
60,2,116707,6,2,11,0,0,0,0,0,40,0,0
22,2,99199,12,0,2,3,0,0,0,0,20,0,0
39,4,183620,12,0,11,0,1,1,0,0,40,0,1
34,2,110476,8,1,0,1,0,0,0,0,40,0,0
53,2,150726,12,2,0,0,0,1,0,0,40,0,0
27,2,214695,8,0,5,3,1,0,0,0,60,0,0
37,2,172694,12,1,2,1,1,0,0,0,50,0,0
25,2,344804,8,1,4,1,0,0,0,0,50,4,0
33,2,319422,12,1,6,1,0,0,0,0,60,30,0
34,0,327902,13,1,3,1,0,0,0,0,55,0,0
35,2,438176,11,0,4,0,0,1,0,0,65,0,0
51,2,197656,12,1,1,1,0,0,0,0,45,0,1
33,2,219838,5,1,7,1,0,0,0,0,40,0,0
57,1,35561,8,1,7,1,0,0,0,0,60,0,1
56,2,190257,3,1,2,1,0,0,0,0,40,0,0
34,2,156464,13,2,1,0,0,0,0,0,85,7,1
36,2,65624,13,0,3,0,0,0,0,0,40,0,0
46,2,201699,8,1,10,1,0,0,0,0,40,0,1
55,2,349910,8,1,7,1,0,0,0,0,45,0,1
88,1,187097,9,1,1,1,0,0,0,0,40,0,0
60,1,264314,12,1,1,1,0,0,0,0,35,13,0
40,1,282678,14,4,1,4,0,1,0,0,20,0,0
21,2,188923,12,0,5,3,0,1,0,0,55,0,0
46,2,114797,8,1,8,2,1,1,0,0,36,0,0
56,2,245215,15,1,3,1,0,0,0,0,50,0,0
36,1,36270,8,2,6,0,0,0,0,0,60,0,0
67,1,107138,12,1,5,1,0,0,0,0,40,0,0
35,2,77820,12,1,10,1,0,0,0,0,60,0,0
20,2,39477,12,0,7,0,0,1,0,0,40,0,0
34,2,58305,8,1,10,1,0,0,0,1573,40,0,0
23,2,359759,8,0,10,3,2,0,0,0,40,11,0
19,2,44797,12,0,7,0,0,1,0,0,15,0,0
25,2,164488,12,0,2,3,0,0,0,0,40,0,0
53,2,48413,8,1,10,1,0,0,0,0,40,0,0
31,1,36592,8,1,7,1,0,0,0,0,91,0,0
33,2,280923,3,1,2,1,0,0,0,0,40,4,0
33,3,29617,12,2,4,0,1,0,0,0,40,0,0
45,5,208802,9,2,3,4,0,0,25236,0,36,0,1
35,2,189240,12,2,4,4,1,1,0,0,40,0,0
36,2,181705,6,1,6,1,0,0,0,0,40,0,0
36,2,147548,8,1,8,1,0,0,0,0,85,0,0
51,1,306784,8,1,1,1,0,0,0,0,30,0,0
45,0,190406,9,2,3,4,1,0,25236,0,36,0,1
24,2,230229,2,0,8,5,0,0,0,0,40,4,0
28,2,46987,11,0,9,3,0,1,2174,0,36,0,0
63,2,301108,6,1,5,1,0,0,0,0,22,0,0
35,2,263081,8,1,10,1,1,0,0,0,60,0,1
25,1,37741,13,1,1,2,0,1,0,0,40,0,0
36,2,115834,11,1,1,2,0,1,7298,0,55,0,1
44,2,150076,8,0,4,0,0,0,0,0,30,0,0
49,1,148254,8,2,7,0,0,1,0,0,28,0,0
52,2,183611,1,1,7,1,0,0,0,0,40,0,0
27,2,258768,13,0,2,0,1,0,0,0,40,0,0
35,2,287658,12,0,0,4,1,0,0,0,40,0,0
51,2,95946,13,1,3,1,0,0,0,0,50,0,1
49,2,31267,3,1,10,1,0,0,0,0,40,0,0
35,4,302149,13,1,5,1,2,0,7298,0,40,11,1
28,2,250135,12,2,1,0,0,1,0,0,40,0,0
37,2,176073,12,2,10,0,0,0,0,0,50,0,0
65,2,23580,13,2,0,0,0,1,0,0,40,0,0
24,2,163665,13,0,4,3,0,1,0,0,40,0,0
30,3,43953,10,0,3,0,0,1,0,0,40,0,0
38,2,144860,8,1,10,1,0,0,0,0,65,0,0
58,1,61474,8,1,5,1,0,0,0,0,55,0,1
57,2,141570,14,1,1,1,1,0,0,1977,40,0,1
40,2,225660,13,1,1,2,0,1,0,0,45,0,1
42,2,336891,12,2,0,0,1,1,0,0,40,0,0
31,1,210164,8,1,1,1,0,0,0,0,40,0,1
17,2,171080,7,0,2,3,0,0,0,0,20,0,0
42,2,143342,12,2,8,0,0,1,0,0,40,0,0
25,2,281627,14,0,3,0,0,1,0,0,40,0,0
40,2,409922,12,1,3,1,0,0,7298,0,40,0,1
29,2,157262,14,0,1,0,0,1,0,0,45,0,0
31,2,144949,13,1,3,1,0,0,0,0,40,0,1
71,4,303860,14,6,1,0,0,0,2050,0,20,0,0
34,2,104293,13,0,0,3,0,1,0,0,40,0,0
25,2,195481,8,1,0,5,0,0,0,0,40,0,0
40,2,193995,8,1,4,1,0,0,0,0,30,0,0
67,2,105216,12,6,0,0,0,1,0,0,25,0,0
40,2,147206,8,1,10,1,0,0,0,0,40,0,1
18,2,173585,8,0,5,3,1,1,0,0,18,0,0
38,2,187870,13,1,3,1,0,0,7298,0,50,0,1
38,2,248919,6,1,10,1,0,0,0,0,40,24,0
42,2,280410,8,1,4,1,1,0,0,0,40,19,0
36,0,170861,8,4,4,3,0,1,0,0,32,0,0
23,1,409230,1,1,5,5,0,0,0,0,40,0,0
56,2,340171,8,1,6,1,1,0,0,0,40,0,0
36,2,41017,12,1,1,1,0,0,0,0,52,0,1
22,2,416356,12,0,10,4,0,0,0,0,40,0,0
39,2,261504,7,2,0,4,0,1,0,0,40,0,0
36,0,205555,9,2,3,3,2,1,0,0,40,11,0
44,2,245317,12,1,10,1,0,0,0,0,56,0,1
38,2,153685,6,2,8,4,1,1,0,0,52,0,0
37,2,99374,5,1,6,1,0,0,0,0,55,0,0
57,4,139452,8,2,0,0,0,1,0,0,16,0,0
54,2,227832,7,1,10,1,0,0,0,0,40,0,0
18,1,213024,12,0,7,3,0,0,0,0,30,0,0
63,1,33487,3,1,10,1,0,0,0,0,40,0,0
38,5,187934,8,1,4,2,0,1,0,0,20,12,0
26,2,421561,6,1,4,5,0,0,0,0,25,0,0
40,2,109969,6,2,4,5,0,1,0,0,20,0,0
20,2,116830,8,0,8,0,0,0,0,0,40,0,0
39,2,117166,5,1,8,1,0,0,2635,0,40,0,0
28,2,106951,8,0,2,0,0,0,0,0,42,0,0
30,2,89625,12,1,3,2,2,1,0,0,5,0,1
42,2,194537,8,2,8,4,0,1,0,0,40,0,0
42,2,144002,8,2,6,0,0,0,0,0,50,0,0
21,2,202214,8,0,8,0,0,1,0,0,40,0,0
40,2,109762,12,2,10,4,0,0,0,0,40,0,0
36,2,292570,6,0,8,4,0,1,0,0,40,0,0
67,2,105252,12,2,0,0,0,0,7978,0,35,0,0
65,2,94552,12,2,0,0,0,1,0,0,40,0,0
50,4,46401,13,2,3,4,0,1,0,0,50,0,0
18,2,151150,5,0,7,3,0,0,0,0,27,0,0
31,2,197689,8,0,4,0,1,1,0,0,38,0,0
36,5,180477,12,1,1,1,0,0,0,0,50,0,1
20,2,181761,8,0,0,3,0,1,0,0,40,0,0
34,2,381153,8,1,6,1,0,0,0,0,40,0,0
24,2,165474,8,1,4,1,0,0,0,0,39,0,0
38,3,190174,8,2,3,4,0,1,0,0,40,0,0
17,2,295991,5,0,0,3,0,1,0,0,20,0,0
52,6,198262,8,1,0,2,0,1,0,0,30,0,0
34,2,190385,14,0,3,0,0,1,0,0,40,0,1
49,2,262116,9,1,3,1,0,0,0,0,48,0,0
45,2,178922,4,0,4,0,0,1,0,0,15,0,0
46,2,192963,13,1,0,1,2,0,0,2415,35,11,1
34,5,209538,13,1,5,1,0,0,0,0,50,0,1
21,1,103277,7,1,0,2,0,1,4508,0,30,20,0
17,2,216086,6,0,4,3,0,1,0,0,30,0,0
23,2,636017,12,0,4,3,1,0,0,0,40,0,0
32,2,155781,12,1,2,1,0,0,0,0,40,0,0
22,2,136873,12,0,10,0,0,0,0,0,40,0,0
48,0,122066,8,1,0,1,0,0,0,0,35,0,1
27,0,346406,13,0,3,4,0,0,0,0,50,0,0
43,2,117915,14,0,0,0,0,0,0,0,40,0,0
44,2,19914,8,1,4,2,2,1,0,0,50,11,0
55,2,255364,12,1,1,1,0,0,0,0,60,0,1
31,2,703107,8,0,8,0,1,0,0,0,40,0,0
34,2,62374,8,0,10,0,0,0,0,0,48,0,0
34,2,96245,8,2,7,0,0,0,0,0,40,0,0
37,2,348796,13,2,4,0,0,0,0,0,40,0,0
21,2,136873,12,0,3,3,0,0,0,0,10,0,0
35,2,388252,11,1,0,1,1,0,0,0,40,0,0
28,2,47783,12,2,4,0,0,1,0,0,30,0,0
62,2,194167,8,2,8,0,0,1,2174,0,40,0,0
40,3,544792,12,1,7,1,0,0,0,0,40,0,0
34,2,434463,13,0,8,0,0,1,0,0,39,0,0
32,2,317219,14,0,3,0,0,1,0,1590,40,0,0
70,2,221603,12,6,5,0,0,1,0,0,34,0,0
23,2,233711,8,1,4,1,0,0,0,0,50,0,0
30,2,111567,8,0,10,3,0,0,0,0,48,0,0
57,2,79830,8,1,10,1,2,0,0,0,40,0,0
34,1,192259,9,1,3,1,0,0,0,0,35,0,1
24,2,239663,5,1,4,1,0,0,0,0,40,4,0
41,4,34987,13,1,3,1,0,0,0,0,35,0,1
38,1,409189,3,1,5,1,0,0,0,0,40,4,0
48,2,135525,10,2,0,0,0,1,0,0,40,0,0
43,2,152159,13,1,8,1,1,0,0,0,40,0,0
18,2,141363,12,0,4,0,0,1,0,0,40,0,0
35,2,214816,13,1,1,1,0,0,0,0,40,0,1
42,2,42907,8,2,8,4,0,0,0,0,48,0,0
30,2,161815,12,2,4,4,0,1,0,0,35,0,0
42,2,127314,13,1,9,1,0,0,0,0,45,0,1
48,2,395368,12,2,2,5,1,0,0,0,40,0,0
70,2,184176,8,2,4,0,0,1,0,0,28,0,0
37,2,112660,4,2,10,3,0,0,0,0,35,0,0
51,2,183709,11,4,3,4,0,1,0,0,40,0,0
35,2,434114,8,1,2,1,0,0,0,0,40,4,0
59,1,165315,13,1,3,1,0,0,99999,0,43,0,1
57,2,190997,13,1,1,1,0,0,0,0,50,0,1
26,2,335533,8,0,10,3,0,0,0,0,20,0,0
26,2,176146,2,4,10,0,4,0,0,0,35,4,0
19,2,272063,8,0,2,3,0,0,0,0,35,0,0
34,2,169564,8,2,8,4,0,1,0,0,40,0,0
56,2,188856,13,0,1,0,0,1,8614,0,55,0,1
25,2,69847,13,0,0,3,2,1,0,0,40,0,0
46,1,198759,9,1,3,1,0,0,0,2415,80,0,1
22,2,175431,8,1,4,1,0,0,0,0,20,0,0
72,1,284120,12,1,5,1,0,0,0,0,40,0,0
36,2,109133,8,1,10,1,0,0,0,0,40,0,0
28,2,167336,8,1,1,2,0,1,0,0,45,0,1
37,2,282951,8,1,3,1,0,0,0,0,40,0,0
42,2,303155,13,1,1,1,0,0,0,0,50,0,1
44,2,261899,12,1,8,1,0,0,0,0,44,0,0
33,2,168030,12,1,3,2,0,1,7298,0,21,0,1
53,0,71417,15,1,3,1,0,0,0,0,40,0,0
28,2,239130,12,0,1,0,0,0,0,0,50,0,0
69,2,200560,13,1,2,1,0,0,0,0,20,0,0
20,2,157541,12,0,4,3,0,0,0,0,27,0,0
33,2,255004,12,0,5,0,0,0,0,0,50,0,0
47,2,230136,8,1,4,1,1,0,0,0,60,0,1
50,4,124963,8,1,10,1,0,0,0,1977,35,0,1
22,2,39615,12,0,3,0,0,0,0,0,45,0,0
20,2,47678,8,0,10,3,0,0,0,0,40,0,0
42,4,281315,13,0,3,0,0,0,0,0,50,0,0
23,2,176123,8,0,9,5,2,0,0,0,40,36,0
32,2,235862,12,2,1,0,0,1,0,0,45,0,0
41,2,142579,13,6,5,4,1,0,0,0,50,0,0
35,2,38294,8,1,10,1,0,0,0,0,40,0,0
40,2,111483,14,1,1,1,0,0,0,0,50,0,1
25,2,189850,12,0,8,3,1,0,0,0,40,0,0
34,0,145874,15,1,9,1,2,0,0,0,20,26,0
23,2,139012,11,0,6,3,2,0,0,0,40,27,0
30,4,211654,14,1,3,1,0,0,0,0,40,0,1
55,4,173090,14,6,3,4,0,1,0,0,45,0,0
26,2,104834,14,0,3,0,0,1,0,1669,40,0,0
39,2,32146,14,0,3,0,0,0,0,0,60,0,0
52,2,282674,8,1,6,1,3,0,0,0,40,0,1
42,2,190403,12,4,1,0,0,0,0,0,60,8,0
25,2,247025,13,0,5,0,0,0,3325,0,48,0,0
27,2,198258,13,0,5,3,0,0,0,0,35,0,0
30,1,172748,3,0,10,3,0,0,0,0,40,0,0
23,0,287988,13,0,3,0,0,0,10520,0,40,0,1
47,1,122307,13,1,5,1,0,0,0,1887,40,0,1
18,2,170183,8,0,4,3,0,1,0,0,20,0,0
52,2,150812,12,2,0,4,0,1,0,0,35,0,0
24,2,241185,8,0,5,0,0,1,0,0,48,0,0
58,5,174864,8,1,5,1,0,0,0,0,55,0,1
35,2,30529,8,0,0,0,0,0,0,0,40,0,0
31,2,301637,11,0,7,3,0,0,0,0,40,0,0
46,2,423222,12,1,10,1,0,0,3103,0,60,0,1
43,2,214781,14,1,3,1,0,0,5178,0,40,0,1
21,2,242912,8,0,4,5,0,1,0,0,35,0,0
52,2,191529,12,1,1,1,0,0,0,1740,60,0,0
24,2,117363,13,0,5,3,0,1,0,0,35,0,0
22,2,333158,8,0,8,0,0,1,0,0,48,0,0
39,2,193260,12,1,0,1,2,0,0,0,25,4,0
34,0,278378,8,1,6,1,1,0,0,0,40,0,0
58,2,111394,13,1,3,1,0,0,0,0,40,0,1
26,2,102476,13,0,0,3,0,0,0,0,25,0,0
29,2,26451,8,1,2,1,3,0,0,0,40,0,0
